
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], C8h10.Mass Fraction, Density [ kg m^-3 ], Mass Fraction Of Soot, Nuclei, Temperature [ K ], User Defined Memory 0, User Defined Memory 1, User Defined Memory 10, User Defined Memory 11, User Defined Memory 2, User Defined Memory 3, User Defined Memory 4, User Defined Memory 5, User Defined Memory 6, User Defined Memory 7, User Defined Memory 8, User Defined Memory 9, Velocity [ m s^-1 ]
3.54269743e-02, 0.00000000e+00, 0.00000000e+00, 1.39307022e-01, 1.92617357e-01, 3.26931548e-09, 2.93328394e-05, 2.03124658e+03, 3.07369530e-09, 2.92511686e-05, 5.89520050e-06, 5.31149906e+10, 3.53124051e-04, 5.63639856e-04, 2.99389735e-10, 9.16763500e-04, 3.70871904e-03, -2.79195560e-03, 6.28489852e-06, 3.89698016e-07, 1.03257019e+02
3.56143899e-02, 0.00000000e+00, 0.00000000e+00, 1.37405157e-01, 1.91607758e-01, 3.34971029e-09, 2.97577390e-05, 2.03909888e+03, 3.14769522e-09, 2.96748367e-05, 5.94851463e-06, 5.41083648e+10, 4.11020796e-04, 5.68803167e-04, 3.07783216e-10, 9.79823642e-04, 3.71414935e-03, -2.73432559e-03, 6.34247363e-06, 3.93958658e-07, 1.02691536e+02
3.58024575e-02, 0.00000000e+00, 0.00000000e+00, 1.35526970e-01, 1.90617830e-01, 3.43192363e-09, 3.01919936e-05, 2.04686865e+03, 3.22327010e-09, 3.01079872e-05, 6.00351132e-06, 5.51208632e+10, 4.76980407e-04, 5.74120204e-04, 3.16473847e-10, 1.05110032e-03, 3.72008537e-03, -2.66898470e-03, 6.40176086e-06, 3.98249398e-07, 1.02128304e+02
3.59911807e-02, 0.00000000e+00, 0.00000000e+00, 1.33674145e-01, 1.89648286e-01, 3.51601059e-09, 3.06361144e-05, 2.05454785e+03, 3.30046457e-09, 3.05511203e-05, 6.06032063e-06, 5.61534730e+10, 5.51821257e-04, 5.79602434e-04, 3.25481420e-10, 1.13142328e-03, 3.72654153e-03, -2.59511825e-03, 6.46289118e-06, 4.02570038e-07, 1.01567551e+02
3.61805595e-02, 0.00000000e+00, 0.00000000e+00, 1.31842867e-01, 1.88696563e-01, 3.60205132e-09, 3.10908290e-05, 2.06215259e+03, 3.37934858e-09, 3.10049618e-05, 6.11899623e-06, 5.72066570e+10, 6.36640820e-04, 5.85256435e-04, 3.34820893e-10, 1.22189685e-03, 3.73371691e-03, -2.51181959e-03, 6.52593690e-06, 4.06940558e-07, 1.01009491e+02
3.63705978e-02, 0.00000000e+00, 0.00000000e+00, 1.30031705e-01, 1.87761500e-01, 3.69012398e-09, 3.15568541e-05, 2.06968970e+03, 3.45998763e-09, 3.14702302e-05, 6.17963133e-06, 5.82811197e+10, 7.32569722e-04, 5.91091288e-04, 3.44510698e-10, 1.32366072e-03, 3.74167738e-03, -2.41801678e-03, 6.59099805e-06, 4.11366642e-07, 1.00453873e+02
3.65612991e-02, 0.00000000e+00, 0.00000000e+00, 1.28245428e-01, 1.86845496e-01, 3.78027787e-09, 3.20346408e-05, 2.07713770e+03, 3.54242036e-09, 3.19473838e-05, 6.24241056e-06, 5.93781555e+10, 8.40479857e-04, 5.97121776e-04, 3.54576951e-10, 1.43760140e-03, 3.75028444e-03, -2.31268327e-03, 6.65824200e-06, 4.15831522e-07, 9.99006805e+01
3.67526636e-02, 0.00000000e+00, 0.00000000e+00, 1.26483738e-01, 1.85948193e-01, 3.87258892e-09, 3.25248802e-05, 2.08449658e+03, 3.62671071e-09, 3.24370958e-05, 6.30744944e-06, 6.04986614e+10, 9.61535377e-04, 6.03358902e-04, 3.65041997e-10, 1.56489399e-03, 3.75958928e-03, -2.19469517e-03, 6.72778879e-06, 4.20339376e-07, 9.93503036e+01
3.69446948e-02, 0.00000000e+00, 0.00000000e+00, 1.24741301e-01, 1.85066506e-01, 3.96716082e-09, 3.30284820e-05, 2.09178711e+03, 3.71294684e-09, 3.29402865e-05, 6.37479161e-06, 6.16430633e+10, 1.09733758e-03, 6.09808718e-04, 3.75923737e-10, 1.70714571e-03, 3.76984058e-03, -2.06269487e-03, 6.79970890e-06, 4.24916294e-07, 9.88027573e+01
3.71373929e-02, 0.00000000e+00, 0.00000000e+00, 1.23018108e-01, 1.84200063e-01, 4.06407885e-09, 3.35462137e-05, 2.09901001e+03, 3.80119847e-09, 3.34577126e-05, 6.44456622e-06, 6.28123484e+10, 1.24927319e-03, 6.16483274e-04, 3.87247651e-10, 1.86575600e-03, 3.78109026e-03, -1.91533414e-03, 6.87413240e-06, 4.29566796e-07, 9.82577209e+01
3.73307616e-02, 0.00000000e+00, 0.00000000e+00, 1.21317968e-01, 1.83350801e-01, 4.16341317e-09, 3.40786901e-05, 2.10614771e+03, 3.89152222e-09, 3.39899962e-05, 6.51696291e-06, 6.40079340e+10, 1.41843513e-03, 6.23398577e-04, 3.99045880e-10, 2.04183324e-03, 3.79325449e-03, -1.75142137e-03, 6.95124299e-06, 4.34280224e-07, 9.77151566e+01
3.75248045e-02, 0.00000000e+00, 0.00000000e+00, 1.19639680e-01, 1.82517886e-01, 4.26525970e-09, 3.46267443e-05, 2.11320361e+03, 3.98399624e-09, 3.45379667e-05, 6.59210218e-06, 6.52308316e+10, 1.60636427e-03, 6.30566617e-04, 4.11346429e-10, 2.23693065e-03, 3.80645180e-03, -1.56952115e-03, 7.03117075e-06, 4.39068714e-07, 9.71752319e+01
3.77195217e-02, 0.00000000e+00, 0.00000000e+00, 1.17981717e-01, 1.81700408e-01, 4.36972414e-09, 3.51913004e-05, 2.12018359e+03, 4.07870804e-09, 3.51025374e-05, 6.67010818e-06, 6.64819835e+10, 1.81476248e-03, 6.37999154e-04, 4.24178498e-10, 2.45276140e-03, 3.82075575e-03, -1.36799447e-03, 7.11404755e-06, 4.43939342e-07, 9.66381683e+01
3.79149169e-02, 0.00000000e+00, 0.00000000e+00, 1.16344005e-01, 1.80898100e-01, 4.47691084e-09, 3.57732351e-05, 2.12708691e+03, 4.17574064e-09, 3.56845994e-05, 6.75112278e-06, 6.77625119e+10, 2.04535201e-03, 6.45709108e-04, 4.37574171e-10, 2.69106054e-03, 3.83619429e-03, -1.14513363e-03, 7.20001754e-06, 4.48894127e-07, 9.61040421e+01
3.81109938e-02, 0.00000000e+00, 0.00000000e+00, 1.14726685e-01, 1.80110723e-01, 4.58692462e-09, 3.63734325e-05, 2.13391309e+03, 4.27517932e-09, 3.62850369e-05, 6.83529743e-06, 6.90736169e+10, 2.29981402e-03, 6.53710216e-04, 4.51568394e-10, 2.95352354e-03, 3.85281281e-03, -8.99289094e-04, 7.28923442e-06, 4.53937105e-07, 9.55728073e+01
3.83077525e-02, 0.00000000e+00, 0.00000000e+00, 1.13129467e-01, 1.79337859e-01, 4.69988004e-09, 3.69928421e-05, 2.14066406e+03, 4.37711556e-09, 3.69047812e-05, 6.92277854e-06, 7.04165069e+10, 2.57997750e-03, 6.62016682e-04, 4.66197747e-10, 3.24199372e-03, 3.87068908e-03, -6.28695474e-04, 7.38185508e-06, 4.59076375e-07, 9.50443115e+01
3.85051966e-02, 0.00000000e+00, 0.00000000e+00, 1.11552455e-01, 1.78579301e-01, 4.81589169e-09, 3.76324060e-05, 2.14733789e+03, 4.48163950e-09, 3.75447926e-05, 7.01372664e-06, 7.17925089e+10, 2.88759987e-03, 6.70643058e-04, 4.81502060e-10, 3.55824223e-03, 3.88988038e-03, -3.31637741e-04, 7.47804415e-06, 4.64317566e-07, 9.45183563e+01
3.87033261e-02, 0.00000000e+00, 0.00000000e+00, 1.09997489e-01, 1.77836075e-01, 4.93507324e-09, 3.82930484e-05, 2.15392578e+03, 4.58883864e-09, 3.82059698e-05, 7.10834001e-06, 7.32031713e+10, 3.22414422e-03, 6.79606746e-04, 4.97526298e-10, 3.90375080e-03, 3.91035574e-03, -6.60506294e-06, 7.57799535e-06, 4.69655959e-07, 9.39950943e+01
3.89021486e-02, 0.00000000e+00, 0.00000000e+00, 1.08463496e-01, 1.77107602e-01, 5.05756148e-09, 3.89758243e-05, 2.16042798e+03, 4.69882178e-09, 3.88894077e-05, 7.20677008e-06, 7.46498130e+10, 3.59165273e-03, 6.88922359e-04, 5.14314036e-10, 4.28057462e-03, 3.93218920e-03, 3.48385365e-04, 7.68186874e-06, 4.75099284e-07, 9.34746399e+01
3.91016603e-02, 0.00000000e+00, 0.00000000e+00, 1.06949896e-01, 1.76393151e-01, 5.18349319e-09, 3.96818286e-05, 2.16684937e+03, 4.81169460e-09, 3.95961688e-05, 7.30918237e-06, 7.61338266e+10, 3.99206206e-03, 6.98605203e-04, 5.31911959e-10, 4.69066668e-03, 3.95545736e-03, 7.35209615e-04, 7.78983940e-06, 4.80655956e-07, 9.29570770e+01
3.93018648e-02, 0.00000000e+00, 0.00000000e+00, 1.05457440e-01, 1.75692648e-01, 5.31300426e-09, 4.04120947e-05, 2.17318994e+03, 4.92756147e-09, 4.03272898e-05, 7.41577014e-06, 7.76568504e+10, 4.42696828e-03, 7.08672625e-04, 5.50372470e-10, 5.13564050e-03, 3.98016721e-03, 1.15547352e-03, 7.90209651e-06, 4.86325860e-07, 9.24424210e+01
3.95027697e-02, 0.00000000e+00, 0.00000000e+00, 1.03984773e-01, 1.75005406e-01, 5.44625811e-09, 4.11678266e-05, 2.17945410e+03, 5.04654718e-09, 4.10839784e-05, 7.52669621e-06, 7.92203182e+10, 4.89868643e-03, 7.19140167e-04, 5.69747360e-10, 5.61782625e-03, 4.00640257e-03, 1.61142275e-03, 8.01881561e-06, 4.92118602e-07, 9.19308167e+01
3.97043712e-02, 0.00000000e+00, 0.00000000e+00, 1.02528840e-01, 1.74329787e-01, 5.58342350e-09, 4.19502976e-05, 2.18565210e+03, 5.16878496e-09, 4.18674936e-05, 7.64208016e-06, 8.08253932e+10, 5.41024981e-03, 7.30020518e-04, 5.90086979e-10, 6.14027027e-03, 4.03435249e-03, 2.10591825e-03, 8.14013674e-06, 4.98056863e-07, 9.14221115e+01
3.99066769e-02, 0.00000000e+00, 0.00000000e+00, 1.01090573e-01, 1.73666254e-01, 5.72466874e-09, 4.27606828e-05, 2.19177954e+03, 5.29439825e-09, 4.26790284e-05, 7.76213255e-06, 8.24739267e+10, 5.96349873e-03, 7.41332711e-04, 6.11454387e-10, 6.70483056e-03, 4.06402256e-03, 2.64080847e-03, 8.26627365e-06, 5.04141099e-07, 9.09161758e+01
4.01096866e-02, 0.00000000e+00, 0.00000000e+00, 9.96716097e-02, 1.73015535e-01, 5.87015192e-09, 4.36001028e-05, 2.19782739e+03, 5.42350564e-09, 4.35196853e-05, 7.88707530e-06, 8.41678602e+10, 6.55991025e-03, 7.53096072e-04, 6.33916253e-10, 7.31300516e-03, 4.09537321e-03, 3.21763335e-03, 8.39744189e-06, 5.10366419e-07, 9.04130325e+01
4.03134003e-02, 0.00000000e+00, 0.00000000e+00, 9.82713029e-02, 1.72377199e-01, 6.02005423e-09, 4.44697835e-05, 2.20379688e+03, 5.55624258e-09, 4.43907047e-05, 8.01708484e-06, 8.59088486e+10, 7.20174797e-03, 7.65327131e-04, 6.57538690e-10, 7.96707440e-03, 4.12846403e-03, 3.83860990e-03, 8.53382426e-06, 5.16740158e-07, 8.99128342e+01
4.05178256e-02, 0.00000000e+00, 0.00000000e+00, 9.68885273e-02, 1.71750307e-01, 6.17457196e-09, 4.53710491e-05, 2.20969507e+03, 5.69275604e-09, 4.52934073e-05, 8.15233579e-06, 8.76986941e+10, 7.89134577e-03, 7.78043293e-04, 6.82392642e-10, 8.66938941e-03, 4.16344544e-03, 4.50594304e-03, 8.67561812e-06, 5.23281471e-07, 8.94155579e+01
4.07229625e-02, 0.00000000e+00, 0.00000000e+00, 9.55232382e-02, 1.71134636e-01, 6.33389963e-09, 4.63051801e-05, 2.21552368e+03, 5.83319126e-09, 4.62290518e-05, 8.29302644e-06, 8.95393710e+10, 8.63055699e-03, 7.91263068e-04, 7.08554881e-10, 9.42181889e-03, 4.20038728e-03, 5.22143207e-03, 8.82302629e-06, 5.29999852e-07, 8.89211197e+01
4.09288108e-02, 0.00000000e+00, 0.00000000e+00, 9.41761658e-02, 1.70530632e-01, 6.49823306e-09, 4.72734100e-05, 2.22127612e+03, 5.97768945e-09, 4.71988860e-05, 8.43937323e-06, 9.14329272e+10, 9.42099746e-03, 8.05005839e-04, 7.36107619e-10, 1.02260010e-02, 4.23925417e-03, 5.98674733e-03, 8.97626524e-06, 5.36891605e-07, 8.84295120e+01
4.11353782e-02, 0.00000000e+00, 0.00000000e+00, 9.28472206e-02, 1.69938177e-01, 6.66778943e-09, 4.82770884e-05, 2.22695142e+03, 6.12641227e-09, 4.82042415e-05, 8.59158263e-06, 9.33815091e+10, 1.02645084e-02, 8.19290290e-04, 7.65137398e-10, 1.10837985e-02, 4.28006845e-03, 6.80372864e-03, 9.13554504e-06, 5.43960766e-07, 8.79407349e+01
4.13426645e-02, 0.00000000e+00, 0.00000000e+00, 9.15365741e-02, 1.69357017e-01, 6.84278456e-09, 4.93174957e-05, 2.23255127e+03, 6.27951735e-09, 4.92464096e-05, 8.74986563e-06, 9.53872548e+10, 1.11625744e-02, 8.34135164e-04, 7.95735644e-10, 1.19967097e-02, 4.32283478e-03, 7.67387543e-03, 9.30107399e-06, 5.51209041e-07, 8.74546661e+01
4.15506698e-02, 0.00000000e+00, 0.00000000e+00, 9.02440548e-02, 1.68787032e-01, 7.02345204e-09, 5.03959927e-05, 2.23807617e+03, 6.43716991e-09, 5.03267111e-05, 8.91441960e-06, 9.74523924e+10, 1.21167693e-02, 8.49559612e-04, 8.27998559e-10, 1.29663283e-02, 4.36760951e-03, 8.59871879e-03, 9.47306489e-06, 5.58645695e-07, 8.69714661e+01
4.17594016e-02, 0.00000000e+00, 0.00000000e+00, 8.89694095e-02, 1.68228060e-01, 7.21003257e-09, 5.15139145e-05, 2.24352393e+03, 6.59954580e-09, 5.14465064e-05, 9.08544462e-06, 9.95792568e+10, 1.31285097e-02, 8.65582377e-04, 8.62028504e-10, 1.39940912e-02, 4.41446342e-03, 9.57962871e-03, 9.65172694e-06, 5.66281642e-07, 8.64912338e+01
4.19688597e-02, 0.00000000e+00, 0.00000000e+00, 8.77117738e-02, 1.67679593e-01, 7.40278683e-09, 5.26726726e-05, 2.24889868e+03, 6.76682976e-09, 5.26071854e-05, 9.26312532e-06, 1.01770035e+11, 1.41999237e-02, 8.82220804e-04, 8.97930341e-10, 1.50821432e-02, 4.46346868e-03, 1.06186764e-02, 9.83725386e-06, 5.74128933e-07, 8.60139771e+01
4.21790443e-02, 0.00000000e+00, 0.00000000e+00, 8.64702538e-02, 1.67141259e-01, 7.60198215e-09, 5.38736640e-05, 2.25420117e+03, 6.93921587e-09, 5.38101413e-05, 9.44763906e-06, 1.04026997e+11, 1.53332260e-02, 8.99491948e-04, 9.35814981e-10, 1.62327178e-02, 4.51468816e-03, 1.17180301e-02, 1.00298366e-05, 5.82198481e-07, 8.55395966e+01
4.23899628e-02, 0.00000000e+00, 0.00000000e+00, 8.52445811e-02, 1.66612878e-01, 7.80789655e-09, 5.51182384e-05, 2.25943188e+03, 7.11689685e-09, 5.50567274e-05, 9.63917773e-06, 1.06352607e+11, 1.65299661e-02, 9.17413912e-04, 9.75801218e-10, 1.74473803e-02, 4.56816982e-03, 1.28792105e-02, 1.02296772e-05, 5.90499781e-07, 8.50680008e+01
4.26016152e-02, 0.00000000e+00, 0.00000000e+00, 8.40346590e-02, 1.66094005e-01, 8.02081424e-09, 5.64077745e-05, 2.26459473e+03, 7.30007255e-09, 5.63482863e-05, 9.83794689e-06, 1.08749537e+11, 1.77912228e-02, 9.36005439e-04, 1.01801689e-09, 1.87272262e-02, 4.62392299e-03, 1.41033046e-02, 1.04369838e-05, 5.99038117e-07, 8.45992737e+01
4.28140052e-02, 0.00000000e+00, 0.00000000e+00, 8.28404054e-02, 1.65584400e-01, 8.24103186e-09, 5.77435894e-05, 2.26969189e+03, 7.48894635e-09, 5.76861275e-05, 1.00441366e-05, 1.11220474e+11, 1.91180352e-02, 9.55284515e-04, 1.06259501e-09, 2.00733189e-02, 4.68195649e-03, 1.53913619e-02, 1.06519547e-05, 6.07819061e-07, 8.41334229e+01
4.30271327e-02, 0.00000000e+00, 0.00000000e+00, 8.16619992e-02, 1.65084213e-01, 8.46884962e-09, 5.91269891e-05, 2.27472046e+03, 7.68373098e-09, 5.90715463e-05, 1.02579443e-05, 1.13768178e+11, 2.05109529e-02, 9.75268660e-04, 1.10967691e-09, 2.14862209e-02, 4.74227266e-03, 1.67439468e-02, 1.08747918e-05, 6.16847899e-07, 8.36704178e+01
4.32410017e-02, 0.00000000e+00, 0.00000000e+00, 8.04992616e-02, 1.64593399e-01, 8.70458639e-09, 6.05592759e-05, 2.27967749e+03, 7.88464583e-09, 6.05058412e-05, 1.04795454e-05, 1.16395483e+11, 2.19709165e-02, 9.95975221e-04, 1.15941068e-09, 2.29668915e-02, 4.80489712e-03, 1.81619935e-02, 1.11056788e-05, 6.26133328e-07, 8.32102890e+01
4.34556194e-02, 0.00000000e+00, 0.00000000e+00, 7.93510824e-02, 1.64111510e-01, 8.94858054e-09, 6.20417923e-05, 2.28456592e+03, 8.09192713e-09, 6.19903440e-05, 1.07090882e-05, 1.19105126e+11, 2.34998558e-02, 1.01741869e-03, 1.21194788e-09, 2.45172717e-02, 4.86994814e-03, 1.96473226e-02, 1.13447859e-05, 6.35697290e-07, 8.27529449e+01
4.36709784e-02, 0.00000000e+00, 0.00000000e+00, 7.82177597e-02, 1.63638562e-01, 9.20115806e-09, 6.35757460e-05, 2.28938550e+03, 8.30580493e-09, 6.35262331e-05, 1.09467555e-05, 1.21900212e+11, 2.50974502e-02, 1.03961607e-03, 1.26745436e-09, 2.61370651e-02, 4.93742526e-03, 2.11996417e-02, 1.15923012e-05, 6.45546095e-07, 8.22983475e+01
4.38870899e-02, 0.00000000e+00, 0.00000000e+00, 7.70998821e-02, 1.63174510e-01, 9.46265377e-09, 6.51622977e-05, 2.29413599e+03, 8.52651372e-09, 6.51146765e-05, 1.11927347e-05, 1.24784017e+11, 2.67626699e-02, 1.06258434e-03, 1.32610656e-09, 2.78252512e-02, 5.00723347e-03, 2.28180196e-02, 1.18484104e-05, 6.55675251e-07, 8.18465576e+01
4.41039540e-02, 0.00000000e+00, 0.00000000e+00, 7.59966150e-02, 1.62718788e-01, 9.73342562e-09, 6.68026551e-05, 2.29882202e+03, 8.75430395e-09, 6.67568238e-05, 1.14471641e-05, 1.27759524e+11, 2.84967627e-02, 1.08633656e-03, 1.38808109e-09, 2.95830984e-02, 5.07939747e-03, 2.45037023e-02, 1.21132580e-05, 6.66095730e-07, 8.13976593e+01
4.43215743e-02, 0.00000000e+00, 0.00000000e+00, 7.49069527e-02, 1.62270904e-01, 1.00138404e-08, 6.84980405e-05, 2.30344800e+03, 8.98944474e-09, 6.84538536e-05, 1.17101590e-05, 1.30829844e+11, 3.03012412e-02, 1.11088471e-03, 1.45356349e-09, 3.14121284e-02, 5.15398337e-03, 2.62581408e-02, 1.23869850e-05, 6.76824868e-07, 8.09515610e+01
4.45399471e-02, 0.00000000e+00, 0.00000000e+00, 7.38312826e-02, 1.61831185e-01, 1.03042579e-08, 7.02494581e-05, 2.30800854e+03, 9.23219101e-09, 7.02067991e-05, 1.19818669e-05, 1.33998395e+11, 3.21750790e-02, 1.13624253e-03, 1.52275426e-09, 3.33113149e-02, 5.23097860e-03, 2.80803386e-02, 1.26697396e-05, 6.87871079e-07, 8.05081787e+01
4.47590835e-02, 0.00000000e+00, 0.00000000e+00, 7.27700368e-02, 1.61399841e-01, 1.06050457e-08, 7.20578973e-05, 2.31249976e+03, 9.48281365e-09, 7.20165990e-05, 1.22624251e-05, 1.37268871e+11, 3.41162123e-02, 1.16242352e-03, 1.59586666e-09, 3.52786370e-02, 5.31041296e-03, 2.99682245e-02, 1.29616719e-05, 6.99248346e-07, 8.00674744e+01
4.49789837e-02, 0.00000000e+00, 0.00000000e+00, 7.17237890e-02, 1.60977155e-01, 1.09165708e-08, 7.39242096e-05, 2.31691748e+03, 9.74157821e-09, 7.38840899e-05, 1.25519646e-05, 1.40644909e+11, 3.61221731e-02, 1.18944002e-03, 1.67312220e-09, 3.73116136e-02, 5.39219379e-03, 3.19194198e-02, 1.32629220e-05, 7.10955533e-07, 7.96294708e+01
4.51996475e-02, 0.00000000e+00, 0.00000000e+00, 7.06916526e-02, 1.60562396e-01, 1.12392238e-08, 7.58492970e-05, 2.32126880e+03, 1.00087796e-08, 7.58101451e-05, 1.28505790e-05, 1.44129999e+11, 3.81935313e-02, 1.21730007e-03, 1.75474490e-09, 3.94108333e-02, 5.47625776e-03, 3.39345783e-02, 1.35735763e-05, 7.22996504e-07, 7.91942520e+01
4.54210788e-02, 0.00000000e+00, 0.00000000e+00, 6.96725100e-02, 1.60154894e-01, 1.15734116e-08, 7.78340909e-05, 2.32556201e+03, 1.02847215e-08, 7.77956520e-05, 1.31583174e-05, 1.47727679e+11, 4.03309762e-02, 1.24601030e-03, 1.84096827e-09, 4.15769815e-02, 5.56268077e-03, 3.60143036e-02, 1.38937103e-05, 7.35393712e-07, 7.87618713e+01
4.56432812e-02, 0.00000000e+00, 0.00000000e+00, 6.86658844e-02, 1.59754366e-01, 1.19195329e-08, 7.98793117e-05, 2.32979688e+03, 1.05697078e-08, 7.98412584e-05, 1.34752318e-05, 1.51441605e+11, 4.25341502e-02, 1.27557700e-03, 1.93203697e-09, 4.38097231e-02, 5.65148238e-03, 3.81582417e-02, 1.42233957e-05, 7.48163416e-07, 7.83321991e+01
4.58662584e-02, 0.00000000e+00, 0.00000000e+00, 6.76722452e-02, 1.59361213e-01, 1.22779964e-08, 8.19855341e-05, 2.33396777e+03, 1.08640466e-08, 8.19475681e-05, 1.38014038e-05, 1.55275887e+11, 4.48003113e-02, 1.30600715e-03, 2.02821493e-09, 4.61063199e-02, 5.74254803e-03, 4.03637737e-02, 1.45627082e-05, 7.61304818e-07, 7.79051208e+01
4.60900106e-02, 0.00000000e+00, 0.00000000e+00, 6.66924939e-02, 1.58975899e-01, 1.26491990e-08, 8.41531655e-05, 2.33806934e+03, 1.11680425e-08, 8.41149449e-05, 1.41369055e-05, 1.59234785e+11, 4.71249856e-02, 1.33730716e-03, 2.12977702e-09, 4.84622903e-02, 5.83573524e-03, 4.26265560e-02, 1.49117213e-05, 7.74814509e-07, 7.74806900e+01
4.63145450e-02, 0.00000000e+00, 0.00000000e+00, 6.57258630e-02, 1.58598021e-01, 1.30335795e-08, 8.63827081e-05, 2.34210522e+03, 1.14820295e-08, 8.63438472e-05, 1.44817413e-05, 1.63322348e+11, 4.95070592e-02, 1.36947911e-03, 2.23700392e-09, 5.08765317e-02, 5.93111292e-03, 4.49454151e-02, 1.52704597e-05, 7.88717955e-07, 7.70589294e+01
4.65398580e-02, 0.00000000e+00, 0.00000000e+00, 6.47717863e-02, 1.58227116e-01, 1.34315794e-08, 8.86744601e-05, 2.34607886e+03, 1.18063452e-08, 8.86345588e-05, 1.48358886e-05, 1.67542653e+11, 5.19450717e-02, 1.40252325e-03, 2.35018405e-09, 5.33475950e-02, 6.02865964e-03, 4.73189391e-02, 1.56389178e-05, 8.03029195e-07, 7.66397781e+01
4.67659533e-02, 0.00000000e+00, 0.00000000e+00, 6.38305917e-02, 1.57863170e-01, 1.38436356e-08, 9.10285671e-05, 2.34998975e+03, 1.21413226e-08, 9.09871596e-05, 1.51993636e-05, 1.71900158e+11, 5.44349253e-02, 1.43644004e-03, 2.46962295e-09, 5.58713712e-02, 6.12820359e-03, 4.97431681e-02, 1.60171076e-05, 8.17743569e-07, 7.62232666e+01
4.69928384e-02, 0.00000000e+00, 0.00000000e+00, 6.29019812e-02, 1.57506108e-01, 1.42702223e-08, 9.34451673e-05, 2.35383936e+03, 1.24873250e-08, 9.34017662e-05, 1.55721336e-05, 1.76399352e+11, 5.69744334e-02, 1.47122750e-03, 2.59563793e-09, 5.84456585e-02, 6.22969493e-03, 5.22159562e-02, 1.64050070e-05, 8.32873297e-07, 7.58094482e+01
4.72205132e-02, 0.00000000e+00, 0.00000000e+00, 6.19851351e-02, 1.57155693e-01, 1.47118246e-08, 9.59242461e-05, 2.35762671e+03, 1.28447182e-08, 9.58783639e-05, 1.59541014e-05, 1.81044462e+11, 5.95629551e-02, 1.50687934e-03, 2.72854739e-09, 6.10698387e-02, 6.33317279e-03, 5.47366589e-02, 1.68025454e-05, 8.48443733e-07, 7.53982010e+01
4.74489778e-02, 0.00000000e+00, 0.00000000e+00, 6.10803887e-02, 1.56812012e-01, 1.51689292e-08, 9.84655999e-05, 2.36135254e+03, 1.32138682e-08, 9.84166909e-05, 1.63452169e-05, 1.85840353e+11, 6.21957742e-02, 1.54339115e-03, 2.86869350e-09, 6.37391657e-02, 6.43848442e-03, 5.73006868e-02, 1.72096734e-05, 8.64455160e-07, 7.49895096e+01
4.76782396e-02, 0.00000000e+00, 0.00000000e+00, 6.01885468e-02, 1.56475201e-01, 1.56420263e-08, 1.01068799e-04, 2.36501196e+03, 1.35951392e-08, 1.01016267e-04, 1.67454327e-05, 1.90792155e+11, 6.48654401e-02, 1.58075814e-03, 3.01643777e-09, 6.64462000e-02, 6.54541701e-03, 5.99007793e-02, 1.76263384e-05, 8.80901041e-07, 7.45832901e+01
4.79082987e-02, 0.00000000e+00, 0.00000000e+00, 5.93097545e-02, 1.56145513e-01, 1.61316436e-08, 1.03733371e-04, 2.36860352e+03, 1.39889194e-08, 1.03676612e-04, 1.71546490e-05, 1.95904963e+11, 6.75667450e-02, 1.61897193e-03, 3.17214788e-09, 6.91857114e-02, 6.65389188e-03, 6.25318214e-02, 1.80524403e-05, 8.97793257e-07, 7.41796646e+01
4.81391586e-02, 0.00000000e+00, 0.00000000e+00, 5.84430918e-02, 1.55822366e-01, 1.66383334e-08, 1.06458749e-04, 2.37213184e+03, 1.43956136e-08, 1.06397107e-04, 1.75726782e-05, 2.01183494e+11, 7.02984408e-02, 1.65801810e-03, 3.33618821e-09, 7.19564632e-02, 6.76384708e-03, 6.51926100e-02, 1.84878281e-05, 9.15147780e-07, 7.37786102e+01
4.83708233e-02, 0.00000000e+00, 0.00000000e+00, 5.75879402e-02, 1.55505449e-01, 1.71626731e-08, 1.09244284e-04, 2.37560034e+03, 1.48156456e-08, 1.09177076e-04, 1.79993531e-05, 2.06632829e+11, 7.30585307e-02, 1.69788208e-03, 3.50893936e-09, 7.47564062e-02, 6.87521324e-03, 6.78811818e-02, 1.89323346e-05, 9.32979390e-07, 7.33801041e+01
4.86032926e-02, 0.00000000e+00, 0.00000000e+00, 5.67444116e-02, 1.55194774e-01, 1.77052488e-08, 1.12089052e-04, 2.37900830e+03, 1.52494355e-08, 1.12015565e-04, 1.84344990e-05, 2.12258423e+11, 7.58415386e-02, 1.73854898e-03, 3.69080433e-09, 7.75800720e-02, 6.98785298e-03, 7.05922320e-02, 1.93857941e-05, 9.51296101e-07, 7.29840698e+01
4.88365740e-02, 0.00000000e+00, 0.00000000e+00, 5.59125580e-02, 1.54890388e-01, 1.82666611e-08, 1.14991977e-04, 2.38235327e+03, 1.56974114e-08, 1.14911454e-04, 1.88779049e-05, 2.18065846e+11, 7.86422640e-02, 1.78000145e-03, 3.88219235e-09, 8.04222599e-02, 7.10162940e-03, 7.33206272e-02, 1.98480084e-05, 9.70105702e-07, 7.25905380e+01
